,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1311,,Karbanová Tereza,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,39.0,,36.0,1725.0,1.95,-,-,,,,,,,
1312,,Kastner Martin,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,25.0,,32.0,314.0,3.07,-,-,,,,,,,
1313,,Kaše Robert,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,23.0,Mgr.,46.0,6501.0,2.14,13,-,,,,,,,
1314,,Kašpar Ladislav,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,25.0,,61.0,57.0,2.81,-,-,,,,,,,
1315,,Kašpar Václav,,,ODS,ODS,,,,,,,,,,,,,,,,,,,27.0,,31.0,6742.0,2.08,17,-,27.0,,35.0,10249.0,2.1,14,-
1316,,Kaucký Oldřich,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,4.0,Bc.,32.0,952.0,2.31,-,-,22.0,,36.0,1767.0,2.19,-,-
1317,,Kesl Václav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,47.0,,55.0,5539.0,1.82,37,-,,,,,,,
1318,,Jeremy Marc BA (Hons) TESOL,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,41.0,King,49.0,1719.0,1.95,-,-,,,,,,,
1319,,Klas Miroslav,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,15.0,,38.0,1020.0,2.02,-,-,,,,,,,
1320,,Klein Lukáš,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,41.0,Ing.,36.0,2507.0,1.86,37,-,,,,,,,
1321,,Klíma Jan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,32.0,Ing.,40.0,6706.0,2.07,22,-,,,,,,,
1322,,Kocánek Tomáš,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,23.0,Ing.,43.0,930.0,2.03,-,-,,,,,,,
1323,,Kočandrle Jiří,,,DSSS,ND,,,,,,,,,,,,,,,,,,,4.0,,40.0,382.0,3.73,-,-,,,,,,,
1324,,Kočka Antonín,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,5.0,,27.0,51.0,6.04,-,-,,,,,,,
1325,,Kočka Gabriel,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,11.0,,22.0,44.0,5.21,-,-,,,,,,,
1326,,Kodeda Oldřich,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,18.0,Ing. arch.,55.0,1957.0,2.22,-,-,,,,,,,
1327,,Kodera Radovan,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,26.0,,54.0,1858.0,2.1,-,-,,,,,,,
1328,,Kohel Libor,,,ODS,ODS,,,,,,,,,,,,,,,,,,,13.0,,50.0,6862.0,2.12,3,-,26.0,,54.0,10251.0,2.1,13,-
1329,,Kohout Martin,,,SPO,SPO,,,,,,,,,,,,,,,,,,,10.0,,44.0,115.0,4.87,-,-,,,,,,,
1330,,Kohout Roman,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,24.0,,41.0,307.0,3.0,-,-,,,,,,,
1331,,Kojzar Libor,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,46.0,,38.0,5775.0,1.9,36,-,12.0,,42.0,3040.0,2.15,9,-
1332,,Kokoška Šimon,,,ODS,ODS,,,,,,,,,,,,,,,,,,,26.0,Mgr. et Mgr.,28.0,6792.0,2.1,16,-,33.0,Mgr. et Mgr.,32.0,10215.0,2.1,20,-
1333,,Kolářová Jana,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,40.0,Ing.,59.0,943.0,1.86,-,-,,,,,,,
1334,,Koldovský Oldřich,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,38.0,,57.0,2545.0,1.88,34,-,43.0,,61.0,1619.0,2.01,-,-
1335,,Kolečková Jana,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,10.0,,36.0,695.0,2.11,-,-,,,,,,,
1336,,Kollrossová Jana,,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,7.0,Mgr. et MUDr.,43.0,2952.0,2.19,9,-,,,,,,,
1337,,Kolomazníková Eva,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,32.0,,56.0,3295.0,2.15,26,-,21.0,,60.0,2622.0,2.11,18,-
1338,,Komár Jiří,,,ODS,ODS,,,,,,,,,,,,,,,,,,,29.0,,44.0,6737.0,2.08,19,-,,,,,,,
1339,,Komůrková Jana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,30.0,,53.0,902.0,1.97,-,-,,,,,,,
1340,,Konečný Jiří,,,Zelení,Zelení,,,,,,,,,,,,,,,,,,,27.0,Ing.,37.0,1821.0,2.06,-,-,,,,,,,
1341,,König Arlena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,34.0,Ing.,47.0,887.0,1.93,-,-,,,,,,,
1342,,Königová Hana,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,18.0,Bc.,51.0,3614.0,2.16,13,-,,,,,,,
1343,,Konop Jakub,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,20.0,,26.0,6481.0,2.13,10,-,,,,,,,
1344,,Konopa Jiří,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,4.0,,47.0,52.0,6.16,-,-,8.0,,51.0,69.0,5.19,-,-
1345,,Kopač Petr,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,14.0,Ing.,26.0,1845.0,2.09,-,-,,,,,,,
1346,,KOPEČKOVÁ Michala,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,18.0,Mgr.,33.0,2139.0,2.04,15,-,,,,,,,
1347,,KOPIC Jiří,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,20.0,Ing.,51.0,2158.0,2.06,17,-,,,,,,,
1348,,Korbel Viktor,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,2.0,Ing. MBA,65.0,104.0,5.13,-,-,,,,,,,
1349,,Koreň Jan,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,27.0,Ing.,29.0,855.0,2.07,-,-,,,,,,,
1350,,Kořanová Barbora,,,ANO,ANO,,,,,,,,,,,,,,,,,,,24.0,Mgr.,30.0,7067.0,2.14,14,-,14.0,Mgr.,34.0,10553.0,2.16,1,-
1351,,Kotlárová Monika,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,16.0,,46.0,1840.0,2.08,-,-,,,,,,,
1352,,Kotnauer Jan,,,ANO,ANO,,,,,,,,,,,,,,,,,,,25.0,Ing.,76.0,7025.0,2.12,15,-,,,,,,,
1353,,Koura Václav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,24.0,Ing.,61.0,2734.0,2.02,20,-,35.0,Ing.,65.0,1718.0,2.13,-,-
1354,,Koutná Monika,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,24.0,,26.0,653.0,1.98,-,-,,,,,,,
1355,,Kovanda Petr,,,VZ,VZ,,,,,,,,,,,,,,,,,,,29.0,,46.0,1088.0,2.02,-,-,,,,,,,
1356,,Kovařík Jaroslav,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,5.0,,61.0,1141.0,2.12,-,-,,,,,,,
1357,,Kozák Martin,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,33.0,Mgr.,30.0,844.0,2.05,-,-,,,,,,,
1358,,Kozák Zdeněk,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,44.0,JUDr.,68.0,3187.0,2.08,38,-,,,,,,,
1359,,Kozáková Vladimíra,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,15.0,Bc.,52.0,1128.0,2.1,-,-,,,,,,,
1360,,Kozel Tomáš,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,16.0,,24.0,319.0,3.12,-,-,,,,,,,
1361,,Kožina Miloš,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,45.0,Ing.,33.0,766.0,1.86,-,-,,,,,,,
1362,,Král Jaromír,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,24.0,,29.0,60.0,2.96,-,-,,,,,,,
1363,,Královec Václav,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,27.0,Bc.,57.0,55.0,2.71,-,-,,,,,,,
1364,,Krásný Vladislav,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,15.0,,28.0,874.0,2.12,-,-,,,,,,,
1365,,Kratochvíl Zbyněk,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,3.0,,38.0,397.0,3.88,-,-,4.0,,42.0,245.0,2.31,-,-
1366,,Krejčová Martina,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,22.0,,39.0,864.0,2.1,-,-,,,,,,,
1367,,KRŇOUL Štěpán,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,10.0,Mgr.,30.0,2200.0,2.1,7,-,,,,,,,
1368,,Kroupová Jenšíková Renata,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,23.0,Mgr.,41.0,2731.0,2.02,19,-,,,,,,,
1369,,Kruba Josef,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,7.0,,81.0,39.0,4.62,-,-,,,,,,,
1370,,Krupička Stanislav,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,12.0,,38.0,319.0,3.12,-,-,,,,,,,
1371,,Křen Jaroslav,,,SPO,SPO,,,,,,,,,,,,,,,,,,,12.0,Ing.,61.0,92.0,3.9,-,-,,,,,,,
1372,,Křivancová Martina,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,34.0,,44.0,2612.0,1.93,30,-,,,,,,,
1373,,Křížková Jitka,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,8.0,Mgr. MBA,52.0,1064.0,2.32,-,-,,,,,,,
1374,,Křovák Pavel,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,47.0,,50.0,934.0,1.74,-,-,,,,,,,
1375,,Kubalík Jaroslav,,,SPO,SPO,,,,,,,,,,,,,,,,,,,4.0,Ing. Ph.D.,53.0,204.0,8.65,-,-,,,,,,,
1376,,Kubišta Přemysl,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,18.0,,58.0,1100.0,2.4,-,-,,,,,,,
1377,,Kučera Jaromír,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,36.0,,61.0,3279.0,2.14,30,-,,,,,,,
1378,,KUČEROVÁ Ludmila,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,43.0,Bc. DiS.,58.0,1947.0,1.86,40,-,,,,,,,
1379,,Kunc Zdeněk,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,23.0,,24.0,648.0,1.96,-,-,,,,,,,
1380,,Kupková Adéla,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,17.0,,27.0,661.0,2.0,-,-,,,,,,,
1381,,KURALOVÁ Barbora,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,33.0,Ing.,40.0,2065.0,1.97,30,-,,,,,,,
1382,,Kůrka Jan,,,SPO,SPO,,,,,,,,,,,,,,,,,,,1.0,,71.0,360.0,15.26,-,-,,,,,,,
1383,,Kůrková Jaroslava,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,40.0,,68.0,857.0,1.87,-,-,,,,,,,
1384,,Kušička Pavel,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,45.0,Ing.,27.0,5898.0,1.94,35,-,,,,,,,
1385,,Kuthanová Dagmar,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,7.0,Mgr.,53.0,1263.0,2.35,-,-,,,,,,,
1386,,Kuttan Vratislav,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,41.0,Ing.,56.0,1045.0,1.94,-,-,,,,,,,
1387,,Kuželíková Alena,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,31.0,,27.0,658.0,1.99,-,-,,,,,,,
1388,,Kvasničková Alena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,34.0,MUDr.,68.0,1902.0,2.15,-,-,,,,,,,
1389,,Kydlíček Martin,,,ODS,ODS,,,,,,,,,,,,,,,,,,,42.0,,38.0,6416.0,1.98,32,-,,,,,,,
1390,,Kylián Zdeněk,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,1.0,Bc.,45.0,103.0,12.2,-,-,,,,,,,
1391,,Lacyk Václav,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,32.0,Ing.,43.0,3480.0,2.08,27,-,8.0,Ing.,47.0,3374.0,2.24,6,-
1392,,Ladman Antonín,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,18.0,,21.0,866.0,2.1,-,-,,,,,,,
1393,,Lakatoš Miroslav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,38.0,,49.0,6251.0,2.06,28,-,,,,,,,
1394,,LANGL Miroslav,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,42.0,,61.0,1909.0,1.82,39,-,,,,,,,
1395,,Lašková Radmila,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,21.0,CSc.,82.0,51.0,2.51,-,-,,,,,,,
1396,,Laštovka Václav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,35.0,Mgr.,40.0,2677.0,1.98,31,-,,,,,,,
1397,,Leicht Miroslav,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,20.0,,52.0,991.0,2.4,-,-,,,,,,,
1398,,Lešák Jiří,,,SPO,BEZPP,,,,,,,,,,,,,,,,,,,15.0,,41.0,106.0,4.49,-,-,,,,,,,
1399,,Leška Martin,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,22.0,,26.0,976.0,1.93,-,-,,,,,,,
1400,,LIBOTOVSKÝ Ladislav,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,24.0,,37.0,2134.0,2.04,21,-,,,,,,,
1401,,LIŠKA Milan,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,34.0,,49.0,2259.0,2.16,31,-,,,,,,,
1402,,Lišková Marie,,,ANO,ANO,,,,,,,,,,,,,,,,,,,31.0,Ing.,55.0,6970.0,2.11,21,-,40.0,Ing.,59.0,10150.0,2.07,27,-
1403,,Lišková Pavlína,,,ODS,ODS,,,,,,,,,,,,,,,,,,,41.0,,41.0,6459.0,1.99,31,-,,,,,,,
1404,,LODROVÁ Lenka,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,12.0,Ing. Bc.,47.0,2337.0,2.23,9,-,,,,,,,
1405,,Loučím Jan,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,36.0,Ing.,65.0,2745.0,2.03,32,-,32.0,Ing.,69.0,1816.0,2.25,-,-
1406,,Lovecký Jiří,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,35.0,,32.0,638.0,1.93,-,-,,,,,,,
1407,,Lukášová Dana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,24.0,Bc.,29.0,1793.0,2.03,-,-,,,,,,,
1408,,Lukavský Jiří,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,28.0,JUDr.,65.0,3313.0,2.16,23,-,27.0,JUDr.,69.0,2615.0,2.1,24,-
1409,,Lukeš Zdeněk,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,18.0,Ing.,71.0,1129.0,2.1,-,-,,,,,,,
1410,,MACKOVÁ Marie,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,22.0,Ing.,39.0,2133.0,2.04,19,-,,,,,,,
1411,,"Mádlová Ivana Ph.D.,",,,ANO,ANO,,,,,,,,,,,,,,,,,,,3.0,PhDr. MBA,48.0,7882.0,2.38,1,*,3.0,PhDr. MBA,52.0,10873.0,2.22,3,*
1412,,Mádr Zdeněk,,,ODS,ODS,,,,,,,,,,,,,,,,,,,15.0,Ing.,57.0,7067.0,2.18,5,-,12.0,Ing.,61.0,10624.0,2.18,12,*
1413,,Machová Nataša,,,Změna,BEZPP,,,,,,,,,,,,,,,,,,,46.0,,51.0,1500.0,1.7,-,-,,,,,,,
1414,,Mainzerová Iva,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,36.0,Ing. arch.,39.0,3395.0,2.03,31,-,,,,,,,
1415,,Majer Jaroslav,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,11.0,,63.0,60.0,2.96,-,-,,,,,,,
1416,,Majer Martin,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,21.0,,50.0,660.0,2.0,-,-,,,,,,,
1417,,Majerník Stanislav,,,ANO,ANO,,,,,,,,,,,,,,,,,,,46.0,Ing.,42.0,6181.0,1.87,36,-,,,,,,,
1418,,Malásek Michal,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,22.0,Ing.,41.0,6474.0,2.13,12,-,,,,,,,
1419,,Malast Jan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,31.0,JUDr. PhDr.,34.0,6780.0,2.09,21,-,44.0,JUDr. PhDr. Ph.D.,38.0,9648.0,1.98,31,-
1420,,Malina Vlastimil,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,28.0,,52.0,2823.0,2.09,24,-,17.0,,56.0,1888.0,2.34,-,-
1421,,Maňas Jan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,40.0,,39.0,6514.0,2.01,30,-,,,,,,,
1422,,Marek Martin,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,1.0,,32.0,1889.0,4.12,-,-,,,,,,,
1423,,Mareš Jiří,,,ANO,ANO,,,,,,,,,,,,,,,,,,,37.0,Ing.,33.0,6827.0,2.06,27,-,,,,,,,
1424,,Markvartová Eva,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,31.0,Mgr.,51.0,2829.0,2.09,27,-,15.0,Mgr.,55.0,1904.0,2.36,-,-
1425,,Martínek Robert,,,"""Z""",BEZPP,,,,,,,,,,,,,,,,,,,12.0,Ing. arch.,36.0,1044.0,2.28,-,-,,,,,,,
1426,,Maříková Jaroslava,,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,13.0,Ing.,61.0,3208.0,2.38,4,-,7.0,Ing.,65.0,2019.0,2.51,-,-
1427,,Mašková Šárka,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,13.0,MUDr.,34.0,1004.0,2.19,-,-,,,,,,,
1428,,Matějovic Karel,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,25.0,Bc.,50.0,6464.0,2.13,15,-,17.0,Mgr. Bc.,54.0,3048.0,2.16,14,-
1429,,Matoušek Tomáš,,,ANO,ANO,,,,,,,,,,,,,,,,,,,40.0,Ing.,31.0,6737.0,2.04,30,-,,,,,,,
1430,,Matoušková Marcela,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,29.0,,58.0,923.0,2.01,-,-,,,,,,,
1431,,Maule Petr,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,18.0,Bc. MBA,24.0,691.0,2.09,-,-,,,,,,,
1432,,Mauleová Naděžda,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,1.0,Ing. MBA,47.0,1176.0,3.57,-,-,,,,,,,
1433,,Mayer David,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,3.0,,27.0,64.0,7.58,-,-,,,,,,,
1434,,Mičkal Vladimír,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,15.0,Ing.,63.0,57.0,2.81,-,-,,,,,,,
1435,,Michálek Jan,,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,3.0,Ing.,45.0,2964.0,2.19,6,-,3.0,Ing.,49.0,1933.0,2.4,-,-
1436,,Michálek Václav,,,ANO,ANO,,,,,,,,,,,,,,,,,,,20.0,Mgr.,50.0,7056.0,2.13,10,-,,,,,,,
1437,,Michalides Tomáš,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,14.0,Ing.,52.0,3354.0,2.19,9,-,,,,,,,
1438,,Miklášová Michaela,,,ODS,ODS,,,,,,,,,,,,,,,,,,,21.0,Mgr.,26.0,6813.0,2.1,11,-,,,,,,,
1439,,Minářová Dagmar,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,37.0,MUDr.,58.0,2660.0,1.97,33,-,,,,,,,
1440,,Miškolci Michal,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,5.0,,29.0,897.0,2.18,-,-,23.0,,33.0,1726.0,2.14,-,-
1441,,Monhartová Květoslava,,,PVP,BEZPP,,,,,,,,,,,,,,,,,,,14.0,,76.0,1054.0,2.08,-,-,,,,,,,
1442,,Moravcová Lucie,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,44.0,PhDr.,32.0,1651.0,1.87,-,-,,,,,,,
1443,,Moule Roman,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,13.0,,42.0,322.0,3.15,-,-,,,,,,,
1444,,Mraček Zdeněk,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,19.0,prof. MUDr.,84.0,2929.0,2.17,16,-,,,,,,,
1445,,Mráz Jan,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,35.0,Ing.,59.0,869.0,1.89,-,-,,,,,,,
1446,,Mráz Marek,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,13.0,,22.0,59.0,2.91,-,-,,,,,,,
1447,,Mužík Zdeněk,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,19.0,Ing.,55.0,6529.0,2.15,9,-,,,,,,,
1448,,NÁHLÍK Petr,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,1.0,Ing.,53.0,3690.0,3.52,1,*,,,,,,,
1449,,Nedbal Pavel,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,40.0,Bc.,33.0,824.0,2.0,-,-,,,,,,,
1450,,NEJEZCHLEBOVÁ Eva,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,47.0,,62.0,1650.0,1.57,44,-,,,,,,,
1451,,Nekolová Šárka,,,SPO,BEZPP,,,,,,,,,,,,,,,,,,,3.0,,55.0,179.0,7.59,-,-,,,,,,,
1452,,Němec Josef,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,47.0,,35.0,1398.0,1.58,-,-,,,,,,,
1453,,Norková Eva,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,42.0,,50.0,1049.0,1.95,-,-,,,,,,,
1454,,Norovská Bohuslava,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,46.0,,60.0,577.0,1.75,-,-,,,,,,,
1455,,Nosek Petr,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,41.0,Dr.,59.0,6186.0,2.04,31,-,,,,,,,
1456,,Nosek Petr,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,33.0,Ing. arch.,43.0,2728.0,2.02,29,-,27.0,Ing. arch.,47.0,1787.0,2.22,-,-
1457,,Novák Petr,,,NK,SNK ED,,,,,,,,,,,,,,,,,,,13.0,Ing. Ph.D.,32.0,1834.0,2.08,-,-,,,,,,,
1458,,Novák Zdeněk,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,37.0,,53.0,873.0,1.9,-,-,,,,,,,
1459,,Nováková Jana,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,43.0,,24.0,1020.0,1.9,-,-,,,,,,,
1460,,Nováková Jana,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,24.0,,72.0,6424.0,2.11,14,-,,,,,,,
1461,,Novotný Jiří,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,3.0,Mgr.,31.0,1183.0,2.58,-,-,,,,,,,
1462,,Nový Ladislav,,,Zelení,BEZPP,,,,,,,,,,,,,,,,,,,36.0,,34.0,1807.0,2.05,-,-,,,,,,,
1463,,Nový Vladimír,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,43.0,Ing.,42.0,1642.0,1.86,-,-,,,,,,,
1464,,Pach Václav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,34.0,,37.0,6347.0,2.09,24,-,,,,,,,
1465,,PACHNER Martin,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,17.0,MUDr.,29.0,2265.0,2.16,14,-,,,,,,,
1466,,Páníková Hana,,,VZ,VZ,,,,,,,,,,,,,,,,,,,8.0,,53.0,1166.0,2.17,-,-,,,,,,,
1467,,PARVONIČOVÁ Petra,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,14.0,,31.0,2272.0,2.17,11,-,,,,,,,
1468,,Pašek Josef,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,9.0,,52.0,65.0,3.2,-,-,,,,,,,
1469,,Patera Václav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,26.0,Ing.,60.0,2786.0,2.06,22,-,,,,,,,
1470,,Pecinová Daniela,,,VZ,BEZPP,,,,,,,,,,,,,,,,,,,28.0,,23.0,1139.0,2.12,-,-,,,,,,,
1471,,Pech Miloslav,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,8.0,,62.0,3336.0,2.18,3,-,,,,,,,
1472,,Pechová Markéta,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,33.0,,24.0,654.0,1.98,-,-,,,,,,,
1473,,Pejřimovský David,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,10.0,Bc.,26.0,893.0,2.17,-,-,,,,,,,
1474,,Pěnkava Pavel,,,Republika,BEZPP,,,,,,,,,,,,,,,,,,,7.0,,52.0,75.0,3.7,-,-,,,,,,,
1475,,Pesut František,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,46.0,Ing.,65.0,772.0,1.68,-,-,,,,,,,
1476,,PEŠEK Miloš,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,6.0,prof. MUDr. CSc.,64.0,2618.0,2.5,2,-,,,,,,,
1477,,Petelíková Marie,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,33.0,,66.0,3281.0,2.14,27,-,,,,,,,
1478,,PETROVÁ Jana,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,44.0,PhDr. Mgr.,45.0,1861.0,1.78,41,-,,,,,,,
1479,,Petrželková Renata,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,14.0,,49.0,1005.0,2.19,-,-,,,,,,,
1480,,PETŘÍČEK Daniel,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,15.0,Mgr.,41.0,2369.0,2.26,12,-,,,,,,,
1481,,Pham My Linh,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,39.0,,21.0,3306.0,1.98,34,-,,,,,,,
1482,,Plátěnková Marie,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,25.0,,40.0,905.0,1.97,-,-,,,,,,,
1483,,Pokorný Jan,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,24.0,MVDr.,37.0,900.0,2.18,-,-,,,,,,,
