,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly,Věk,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
807,0.0,Ženíšek Martin,,26,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,31.0,368,1.96,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
808,0.0,Ženíšek Martin,,26,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,11.0,452,2.41,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
809,0.0,Ženíšek Martin,,26,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,38.0,357,1.9,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
810,0.0,Ženíšek Martin,,26,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,27.0,373,1.99,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
811,0.0,Ženíšek Martin,Ing.,49,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,30.0,5 851,2.08,23,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
812,0.0,Ženíšek Martin,doc. Ing. Ph.D.,45,PVP,PVP,0,0.0,0,0,0.0,0,0.0,0,0,1.0,3 963,3.44,1,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
813,0.0,Ženíšek Martin,prom. ped.,73,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,41.0,11 585,2.04,27,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
814,0.0,Ženíšek Martin,,23,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,43.0,909,1.92,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
815,0.0,Ženíšek Martin,,23,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,22.0,982,2.08,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
816,0.0,Ženíšek Martin,,34,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,15.0,303,2.11,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
817,0.0,Ženíšek Martin,,34,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,17.0,319,2.22,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
818,0.0,Ženíšek Martin,,34,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,13.0,316,2.2,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
819,0.0,Ženíšek Martin,,34,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,9.0,339,2.36,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
820,0.0,Ženíšek Martin,,39,PB,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,2.0,370,25.13,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
821,0.0,Ženíšek Martin,Mgr.,35,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,8.0,419,2.92,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
822,0.0,Ženíšek Martin,,57,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,16.0,374,1.99,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
823,0.0,Ženíšek Martin,Ing.,55,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,34.0,5 754,2.04,27,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
824,0.0,Ženíšek Martin,,29,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,7.0,476,2.54,-,-,0.0,0,0.0,0,0,39.0,5 263,2.04,32,-
825,0.0,Ženíšek Martin,RNDr.,56,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,35.0,1 894,1.92,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
826,0.0,Ženíšek Martin,,40,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,32.0,957,2.02,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
827,0.0,Ženíšek Martin,Ing.,53,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,41.0,4 199,2.03,34,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
828,0.0,Ženíšek Martin,Bc.,27,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,21.0,1 951,1.97,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
829,0.0,Ženíšek Martin,prof. MUDr. CSc.,52,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,9.0,5 386,2.6,5,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
830,0.0,Ženíšek Martin,,40,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,42.0,5 425,1.93,35,-,0.0,0,0.0,0,0,15.0,3 158,2.1,11,-
831,0.0,Ženíšek Martin,Mgr.,38,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,21.0,2 425,2.1,21,-,38.0,909,1.8,-,-,0.0,0,0.0,0,0
832,0.0,Ženíšek Martin,Ing.,45,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,39.0,4 265,2.06,32,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
833,0.0,Ženíšek Martin,Ing.,72,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,35.0,2 227,1.93,33,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
834,0.0,Ženíšek Martin,Mgr. et Mgr.,39,TOP 09,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,47.0,4 986,1.77,40,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
835,0.0,Ženíšek Martin,Mgr.,55,PVP,PVP,0,0.0,0,0,0.0,0,0.0,0,0,19.0,2 540,2.2,19,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
836,0.0,Ženíšek Martin,MUDr.,39,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,36.0,2 164,1.88,34,-,27.0,985,1.95,-,-,0.0,0,0.0,0,0
837,0.0,Ženíšek Martin,,66,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,45.0,300,1.6,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
838,0.0,Ženíšek Martin,Ing. MBA,51,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,1.0,612,4.26,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
839,0.0,Ženíšek Martin,,39,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,43.0,11 188,2.05,29,-,0.0,0,0.0,0,0,21.0,3 031,2.14,18,-
840,0.0,Ženíšek Martin,,41,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,19.0,1 284,2.11,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
841,0.0,Ženíšek Martin,MUDr. FICS.,45,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,4.0,5 671,2.74,3,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
842,0.0,Ženíšek Martin,,32,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,8.0,4 805,2.16,3,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
843,0.0,Ženíšek Martin,,30,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,42.0,933,1.97,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
844,0.0,Ženíšek Martin,,30,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,10.0,1 072,2.27,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
845,0.0,Ženíšek Martin,,18,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,13.0,997,2.11,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
846,0.0,Ženíšek Martin,,63,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,35.0,1 194,1.96,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
847,0.0,Ženíšek Martin,Ing.,42,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,46.0,1 623,1.64,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
848,0.0,Ženíšek Martin,Ing. arch.,56,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,26.0,2 387,2.07,24,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
849,0.0,Ženíšek Martin,,28,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,24.0,287,2.0,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
850,0.0,Ženíšek Martin,,38,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,26.0,11 562,2.12,12,-,46.0,5 775,1.9,36,-,0.0,0,0.0,0,0
851,0.0,Ženíšek Martin,Ing. Mgr.,42,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,15.0,12 018,2.12,1,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
852,0.0,Ženíšek Martin,,37,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,44.0,914,1.93,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
853,0.0,Ženíšek Martin,Ing.,38,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,24.0,5 951,2.11,18,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
854,0.0,Ženíšek Martin,,21,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,34.0,370,1.97,-,-,0.0,0,0.0,0,0,44.0,5 143,1.99,37,-
855,0.0,Ženíšek Martin,JUDr.,69,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,2.0,490,3.41,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
856,0.0,Ženíšek Martin,,25,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,22.0,375,2.0,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
857,0.0,Ženíšek Martin,,25,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,36.0,360,1.92,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
858,0.0,Ženíšek Martin,,25,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,18.0,391,2.08,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
859,0.0,Ženíšek Martin,,25,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,19.0,405,2.16,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
860,0.0,Ženíšek Martin,,25,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,30.0,375,2.0,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
861,0.0,Ženíšek Martin,,20,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,6.0,271,6.27,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
862,0.0,Ženíšek Martin,,20,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,7.0,266,6.15,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
863,0.0,Ženíšek Martin,,46,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,11.0,299,2.08,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
864,0.0,Ženíšek Martin,,36,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,18.0,999,2.11,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
865,0.0,Ženíšek Martin,,45,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,1.0,12 338,2.26,1,*,0.0,0,0.0,0,0,1.0,4 027,2.85,1,*
866,0.0,Ženíšek Martin,,45,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,29.0,11 514,2.11,15,-,0.0,0,0.0,0,0,1.0,4 027,2.85,1,*
867,0.0,Ženíšek Martin,,45,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,45.0,10 972,2.01,31,-,0.0,0,0.0,0,0,1.0,4 027,2.85,1,*
868,0.0,Ženíšek Martin,,37,KSČM,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,23.0,4 720,2.13,18,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
869,0.0,Ženíšek Martin,Mgr.,52,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,22.0,11 687,2.15,8,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
870,0.0,Ženíšek Martin,Ing.,31,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,9.0,1 419,2.33,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
871,0.0,Ženíšek Martin,Ing. CSc.,66,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,47.0,10 579,1.87,33,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
872,0.0,Ženíšek Martin,,42,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,10.0,307,2.14,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
873,0.0,Ženíšek Martin,doc. RNDr. CSc.,77,SNK ED,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,9.0,2 738,2.66,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
874,0.0,Ženíšek Martin,,51,US-DEU,US-DEU,0,0.0,0,0,0.0,0,0.0,0,0,45.0,1 763,1.71,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
875,0.0,Ženíšek Martin,,36,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,31.0,303,2.11,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
876,0.0,Ženíšek Martin,,55,Piráti,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,21.0,371,1.98,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
877,0.0,Ženíšek Martin,,53,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,34.0,11 483,2.11,20,-,0.0,0,0.0,0,0,23.0,3 016,2.13,20,-
878,0.0,Ženíšek Martin,,53,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,34.0,11 483,2.11,20,-,0.0,0,0.0,0,0,28.0,3 109,2.2,25,-
879,0.0,Ženíšek Martin,,53,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,34.0,11 483,2.11,20,-,0.0,0,0.0,0,0,47.0,2 695,1.91,43,-
880,0.0,Ženíšek Martin,,32,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,32.0,307,2.14,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
881,0.0,Ženíšek Martin,,32,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,43.0,269,1.87,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
882,0.0,Ženíšek Martin,,34,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,30.0,1 246,2.05,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
883,0.0,Ženíšek Martin,,25,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,36.0,980,2.07,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
884,0.0,Ženíšek Martin,,41,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,36.0,292,2.03,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
885,0.0,Ženíšek Martin,PhDr.,74,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,16.0,293,2.04,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
886,0.0,Ženíšek Martin,,53,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,35.0,288,2.0,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
887,0.0,Ženíšek Martin,Dr. Mgr.,58,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,3.0,4 927,2.22,3,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
888,0.0,Ženíšek Martin,,27,KSČM,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,16.0,4 749,2.14,11,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
889,0.0,Ženíšek Martin,,27,KSČM,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,17.0,4 727,2.13,12,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
890,0.0,Ženíšek Martin,,46,VV,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,39.0,1 204,1.98,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
891,0.0,Ženíšek Martin,Ing.,62,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,40.0,1 778,1.8,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
892,0.0,Ženíšek Martin,PhDr.,56,PVP,PVP,0,0.0,0,0,0.0,0,0.0,0,0,8.0,2 722,2.36,6,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
893,0.0,Ženíšek Martin,,33,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,32.0,11 933,2.1,18,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
894,0.0,Ženíšek Martin,,38,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,23.0,4 497,2.17,17,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
895,0.0,Ženíšek Martin,Mgr.,38,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,42.0,4 128,1.99,35,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
896,0.0,Ženíšek Martin,DiS.,32,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,19.0,2 165,2.1,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
897,0.0,Ženíšek Martin,Bc.,41,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,7.0,11 789,2.16,7,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
898,0.0,Ženíšek Martin,,45,DSSS,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,3.0,339,7.84,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
899,0.0,Ženíšek Martin,MUDr.,39,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,37.0,5 692,2.02,30,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
900,0.0,Ženíšek Martin,,40,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,5.0,11 950,2.19,5,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
901,0.0,Ženíšek Martin,Mgr.,45,Občané,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,5.0,5 268,2.54,1,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
902,0.0,Ženíšek Martin,,60,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,22.0,279,1.94,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
903,0.0,Ženíšek Martin,Ing.,53,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,13.0,6 068,2.15,7,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
904,0.0,Ženíšek Martin,Bc.,25,VV,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,34.0,1 245,2.04,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
905,0.0,Ženíšek Martin,,19,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,33.0,5 746,2.04,26,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
906,0.0,Ženíšek Martin,Ing. Ph.D.,28,Suveren.,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,4.0,1 156,2.44,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
907,0.0,Ženíšek Martin,,70,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,46.0,4 442,2.0,41,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
908,0.0,Ženíšek Martin,,57,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,19.0,12 072,2.13,5,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
909,0.0,Ženíšek Martin,,57,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,34.0,11 858,2.09,20,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
910,0.0,Ženíšek Martin,,45,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,46.0,10 894,1.92,32,-,0.0,0,0.0,0,0,31.0,10 196,2.09,18,-
911,0.0,Ženíšek Martin,,45,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,46.0,10 894,1.92,32,-,0.0,0,0.0,0,0,47.0,8 750,1.79,34,-
912,0.0,Ženíšek Martin,,45,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,46.0,10 894,1.92,32,-,0.0,0,0.0,0,0,7.0,10 474,2.15,8,*
913,0.0,Ženíšek Martin,JUDr. Ph.D.,34,PVP,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,17.0,2 550,2.21,17,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
914,0.0,Ženíšek Martin,Mgr.,34,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,5.0,6 681,2.37,4,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
915,0.0,Ženíšek Martin,Mgr.,34,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,1.0,7 126,2.53,1,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
916,0.0,Ženíšek Martin,,49,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,30.0,12 039,2.12,16,-,0.0,0,0.0,0,0,46.0,9 150,1.88,33,-
917,0.0,Ženíšek Martin,Mgr.,51,KDU-ČSL,KDU-ČSL,0,0.0,0,0,0.0,0,0.0,0,0,9.0,2 615,2.65,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
918,0.0,Ženíšek Martin,,23,SPOZ,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,30.0,302,2.1,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
919,0.0,Ženíšek Martin,,65,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,20.0,12 074,2.13,6,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
920,0.0,Ženíšek Martin,Mgr.,47,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,3.0,6 561,2.33,5,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
921,0.0,Ženíšek Martin,,54,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,20.0,1 292,2.12,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
922,0.0,Ženíšek Martin,,62,ALTER,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,25.0,2 022,1.96,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
923,0.0,Ženíšek Martin,Mgr.,32,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,40.0,11 375,2.09,26,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
924,0.0,Ženíšek Martin,Mgr.,40,KČ,KČ,0,0.0,0,0,0.0,0,0.0,0,0,16.0,2 142,2.08,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
925,0.0,Ženíšek Martin,,39,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,6.0,6 218,2.21,7,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
926,0.0,Ženíšek Martin,,39,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,10.0,6 231,2.21,4,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
927,0.0,Ženíšek Martin,MUDr. Ing.,34,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,45.0,11 339,2.0,31,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
928,0.0,Ženíšek Martin,Mgr.,44,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,7.0,2 443,2.37,-,-,0.0,0,0.0,0,0,21.0,2 199,2.08,-,-
929,0.0,Ženíšek Martin,Mgr.,31,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,25.0,11 604,2.13,11,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
930,0.0,Ženíšek Martin,Mgr.,31,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,41.0,11 249,2.06,27,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
931,0.0,Ženíšek Martin,,21,SPOZ,SPOZ,0,0.0,0,0,0.0,0,0.0,0,0,21.0,314,2.19,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
932,0.0,Ženíšek Martin,Bc.,31,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,15.0,6 032,2.14,9,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
933,0.0,Ženíšek Martin,Bc.,31,TOP 09,TOP 09,0,0.0,0,0,0.0,0,0.0,0,0,4.0,6 435,2.29,6,*,0.0,0,0.0,0,0,0.0,0,0.0,0,0
934,0.0,Ženíšek Martin,Mgr.,62,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,44.0,11 358,2.0,30,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
935,0.0,Ženíšek Martin,Mgr.,62,ODS,ODS,0,0.0,0,0,0.0,0,0.0,0,0,27.0,12 022,2.12,13,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
936,0.0,Ženíšek Martin,MUDr.,33,NK,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,12.0,2 272,2.2,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
937,0.0,Ženíšek Martin,,32,VV,VV,0,0.0,0,0,0.0,0,0.0,0,0,13.0,1 332,2.19,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
938,0.0,Ženíšek Martin,MUDr.,46,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,38.0,1 933,1.95,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
939,0.0,Ženíšek Martin,,34,KDU-ČSL,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,43.0,1 775,1.79,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
940,0.0,Ženíšek Martin,PhDr.,50,KSČM,KSČM,0,0.0,0,0,0.0,0,0.0,0,0,31.0,4 677,2.11,26,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
941,0.0,Ženíšek Martin,JUDr.,55,ČSSD,ČSSD,0,0.0,0,0,0.0,0,0.0,0,0,36.0,11 427,2.1,22,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
942,0.0,Ženíšek Martin,,65,VV,BEZPP,0,0.0,0,0,0.0,0,0.0,0,0,41.0,1 147,1.88,-,-,0.0,0,0.0,0,0,0.0,0,0.0,0,0
